Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
1.908	279.515	1.908	279.161	1.908	0.354063	1.908	0.354063	1.908	0.441771					1.908	10.3035	1.908	9.90972	1.908	0.393825	1.908	0.393825	1.908	0.472003			2.043	0.00732422							1.908	0	1.908	0		
1.911	279.515	1.911	279.161	1.911	0.354063	1.911	0.354063	1.911	0.451848					1.911	10.3035	1.911	9.90972	1.911	0.393825	1.911	0.393825	1.911	0.472003			2.046	0.00732422							1.911	0	1.911	0		
1.914	279.515	1.914	279.161	1.914	0.354063	1.914	0.354063	1.914	0.441771					1.914	10.3035	1.914	9.90972	1.914	0.393825	1.914	0.393825	1.914	0.472003			2.049	0.00732422							1.914	0	1.914	0		
1.917	279.515	1.917	279.161	1.917	0.354063	1.917	0.354063	1.917	0.446809					1.917	10.3035	1.917	9.90972	1.917	0.393825	1.917	0.393825	1.917	0.466964			2.052	0.00732422							1.917	0	1.917	0		
1.92	279.515	1.92	279.161	1.92	0.354063	1.92	0.354063	1.92	0.441771					1.92	10.3035	1.92	9.90972	1.92	0.393825	1.92	0.393825	1.92	0.461926			2.055	0.0128174							1.92	0	1.92	0		
1.923	279.515	1.923	279.161	1.923	0.354063	1.923	0.354063	1.923	0.436732					1.923	10.3035	1.923	9.90972	1.923	0.393825	1.923	0.393825	1.923	0.461926			2.058	0.0146484							1.923	0	1.923	0		
1.926	279.515	1.926	279.161	1.926	0.354063	1.926	0.354063	1.926	0.441771					1.926	10.3035	1.926	9.90972	1.926	0.393825	1.926	0.393825	1.926	0.466964											1.926	0	1.926	0		
1.929	279.515	1.929	279.161	1.929	0.354063	1.929	0.354063	1.929	0.441771					1.929	10.3035	1.929	9.90972	1.929	0.393825	1.929	0.393825	1.929	0.472003											1.929	0	1.929	0		
1.932	279.515	1.932	279.161	1.932	0.354063	1.932	0.354063	1.932	0.446809					1.932	10.3035	1.932	9.90972	1.932	0.393825	1.932	0.393825	1.932	0.466964											1.932	0	1.932	0		
1.935	279.515	1.935	279.161	1.935	0.354063	1.935	0.354063	1.935	0.441771					1.935	10.3035	1.935	9.90972	1.935	0.393825	1.935	0.393825	1.935	0.466964											1.935	0	1.935	0		
1.938	279.515	1.938	279.161	1.938	0.354063	1.938	0.354063	1.938	0.446809					1.938	10.3035	1.938	9.90972	1.938	0.393825	1.938	0.393825	1.938	0.461926											1.938	0	1.938	0		
1.941	279.515	1.941	279.161	1.941	0.354063	1.941	0.354063	1.941	0.441771					1.941	10.3035	1.941	9.90972	1.941	0.393825	1.941	0.393825	1.941	0.466964											1.941	0	1.941	0		
1.944	279.515	1.944	279.161	1.944	0.354063	1.944	0.354063	1.944	0.441771					1.944	10.3035	1.944	9.90972	1.944	0.393825	1.944	0.393825	1.944	0.466964											1.944	0	1.944	0		
1.947	279.515	1.947	279.161	1.947	0.354063	1.947	0.354063	1.947	0.441771					1.947	10.3035	1.947	9.90972	1.947	0.393825	1.947	0.393825	1.947	0.472003											1.947	0	1.947	0		
1.95	279.515	1.95	279.161	1.95	0.354063	1.95	0.354063	1.95	0.446809					1.95	10.3035	1.95	9.90972	1.95	0.393825	1.95	0.393825	1.95	0.466964											1.95	0	1.95	0		
1.953	279.515	1.953	279.161	1.953	0.354063	1.953	0.354063	1.953	0.446809					1.953	10.3035	1.953	9.90972	1.953	0.393825	1.953	0.393825	1.953	0.466964											1.953	0	1.953	0		
1.956	279.515	1.956	279.161	1.956	0.354063	1.956	0.354063	1.956	0.446809					1.956	10.3035	1.956	9.90972	1.956	0.393825	1.956	0.393825	1.956	0.466964											1.956	0	1.956	0		
1.959	279.515	1.959	279.161	1.959	0.354063	1.959	0.354063	1.959	0.441771					1.959	10.3035	1.959	9.90972	1.959	0.393825	1.959	0.393825	1.959	0.466964											1.959	0	1.959	0		
1.962	279.515	1.962	279.161	1.962	0.354063	1.962	0.354063	1.962	0.441771					1.962	10.3035	1.962	9.90972	1.962	0.393825	1.962	0.393825	1.962	0.466964											1.962	0	1.962	0		
1.965	279.515	1.965	279.161	1.965	0.354063	1.965	0.354063	1.965	0.451848					1.965	10.3035	1.965	9.90972	1.965	0.393825	1.965	0.393825	1.965	0.466964											1.965	0	1.965	0		
1.968	279.515	1.968	279.161	1.968	0.354063	1.968	0.354063	1.968	0.446809					1.968	10.3035	1.968	9.90972	1.968	0.393825	1.968	0.393825	1.968	0.472003											1.968	0	1.968	0		
1.971	279.515	1.971	279.161	1.971	0.354063	1.971	0.354063	1.971	0.441771					1.971	10.3035	1.971	9.90972	1.971	0.393825	1.971	0.393825	1.971	0.472003											1.971	0	1.971	0		
1.974	279.515	1.974	279.161	1.974	0.354063	1.974	0.354063	1.974	0.441771					1.974	10.3035	1.974	9.90972	1.974	0.393825	1.974	0.393825	1.974	0.472003											1.974	0	1.974	0		
1.977	279.515	1.977	279.161	1.977	0.354063	1.977	0.354063	1.977	0.441771					1.977	10.3035	1.977	9.90972	1.977	0.393825	1.977	0.393825	1.977	0.472003											1.977	0	1.977	0		
1.98	279.515	1.98	279.161	1.98	0.354063	1.98	0.354063	1.98	0.446809					1.98	10.3035	1.98	9.90972	1.98	0.393825	1.98	0.393825	1.98	0.466964											1.98	0	1.98	0		
1.983	279.515	1.983	279.161	1.983	0.354063	1.983	0.354063	1.983	0.446809					1.983	10.3035	1.983	9.90972	1.983	0.393825	1.983	0.393825	1.983	0.466964											1.983	0	1.983	0		
1.986	279.515	1.986	279.161	1.986	0.354063	1.986	0.354063	1.986	0.446809					1.986	10.3035	1.986	9.90972	1.986	0.393825	1.986	0.393825	1.986	0.461926											1.986	0	1.986	0		
1.989	279.515	1.989	279.161	1.989	0.354063	1.989	0.354063	1.989	0.441771					1.989	10.3035	1.989	9.90972	1.989	0.393825	1.989	0.393825	1.989	0.466964											1.989	0	1.989	0		
1.992	279.515	1.992	279.161	1.992	0.354063	1.992	0.354063	1.992	0.446809					1.992	10.3035	1.992	9.90972	1.992	0.393825	1.992	0.393825	1.992	0.466964											1.992	0	1.992	0		
1.995	279.515	1.995	279.161	1.995	0.354063	1.995	0.354063	1.995	0.446809					1.995	10.3035	1.995	9.90972	1.995	0.393825	1.995	0.393825	1.995	0.466964											1.995	0	1.995	0		
1.998	279.515	1.998	279.161	1.998	0.354063	1.998	0.354063	1.998	0.446809					1.998	10.3035	1.998	9.90972	1.998	0.393825	1.998	0.393825	1.998	0.472003											1.998	0	1.998	0		
2.001	279.515	2.001	279.161	2.001	0.354063	2.001	0.354063	2.001	0.446809					2.001	10.3035	2.001	9.90972	2.001	0.393825	2.001	0.393825	2.001	0.461926											2.001	0	2.001	0		
2.004	279.515	2.004	279.161	2.004	0.354063	2.004	0.354063	2.004	0.441771					2.004	10.3035	2.004	9.90972	2.004	0.393825	2.004	0.393825	2.004	0.466964											2.004	0	2.004	0		
2.007	279.515	2.007	279.161	2.007	0.354063	2.007	0.354063	2.007	0.446809					2.007	10.3035	2.007	9.90972	2.007	0.393825	2.007	0.393825	2.007	0.466964											2.007	0	2.007	0		
2.01	279.515	2.01	279.161	2.01	0.354063	2.01	0.354063	2.01	0.441771					2.01	10.3035	2.01	9.90972	2.01	0.393825	2.01	0.393825	2.01	0.472003											2.01	0	2.01	0		
2.013	279.515	2.013	279.161	2.013	0.354063	2.013	0.354063	2.013	0.441771					2.013	10.3035	2.013	9.90972	2.013	0.393825	2.013	0.393825	2.013	0.466964											2.013	0	2.013	0		
2.016	279.515	2.016	279.161	2.016	0.354063	2.016	0.354063	2.016	0.441771					2.016	10.3035	2.016	9.90972	2.016	0.393825	2.016	0.393825	2.016	0.472003											2.016	0	2.016	0		
2.019	279.515	2.019	279.161	2.019	0.354063	2.019	0.354063	2.019	0.441771					2.019	10.3035	2.019	9.90972	2.019	0.393825	2.019	0.393825	2.019	0.466964											2.019	0	2.019	0		
2.022	279.515	2.022	279.161	2.022	0.354063	2.022	0.354063	2.022	0.441771					2.022	10.3035	2.022	9.90972	2.022	0.393825	2.022	0.393825	2.022	0.466964											2.022	0	2.022	0		
2.025	279.515	2.025	279.161	2.025	0.354063	2.025	0.354063	2.025	0.441771					2.025	10.3035	2.025	9.90972	2.025	0.393825	2.025	0.393825	2.025	0.466964											2.025	0	2.025	0		
2.028	279.515	2.028	279.161	2.028	0.354063	2.028	0.354063	2.028	0.441771					2.028	10.3035	2.028	9.90972	2.028	0.393825	2.028	0.393825	2.028	0.466964											2.028	0	2.028	0		
2.031	279.515	2.031	279.161	2.031	0.354063	2.031	0.354063	2.031	0.446809					2.031	10.3035	2.031	9.90972	2.031	0.393825	2.031	0.393825	2.031	0.466964											2.031	0	2.031	0		
2.034	279.515	2.034	279.161	2.034	0.354063	2.034	0.354063	2.034	0.441771					2.034	10.3035	2.034	9.90972	2.034	0.393825	2.034	0.393825	2.034	0.466964											2.034	0	2.034	0		
2.037	279.515	2.037	279.161	2.037	0.354063	2.037	0.354063	2.037	0.441771					2.037	10.3035	2.037	9.90972	2.037	0.393825	2.037	0.393825	2.037	0.472003											2.037	0	2.037	0		
2.04	279.515	2.04	279.161	2.04	0.354063	2.04	0.354063	2.04	0.446809					2.04	10.3035	2.04	9.90972	2.04	0.393825	2.04	0.393825	2.04	0.466964											2.04	0	2.04	0		
2.043	279.515	2.043	279.161	2.043	0.354063	2.043	0.354063	2.043	0.436732					2.043	10.3035	2.043	9.90972	2.043	0.393825	2.043	0.393825	2.043	0.466964											2.043	0	2.043	0		
2.046	279.515	2.046	279.161	2.046	0.354063	2.046	0.354063	2.046	0.441771					2.046	10.3035	2.046	9.90972	2.046	0.393825	2.046	0.393825	2.046	0.472003											2.046	0	2.046	0		
2.049	279.515	2.049	279.161	2.049	0.354063	2.049	0.354063	2.049	0.446809					2.049	10.3035	2.049	9.90972	2.049	0.393825	2.049	0.393825	2.049	0.461926											2.049	0	2.049	0		
2.052	279.515	2.052	279.161	2.052	0.354063	2.052	0.354063	2.052	0.441771					2.052	10.3035	2.052	9.90972	2.052	0.393825	2.052	0.393825	2.052	0.466964											2.052	0	2.052	0		
2.055	279.515	2.055	279.161	2.055	0.354063	2.055	0.354063	2.055	0.446809					2.055	10.3035	2.055	9.90972	2.055	0.393825	2.055	0.393825	2.055	0.472003											2.055	0	2.055	0		
2.058	279.508	2.058	279.161	2.058	0.34756	2.058	0.34756	2.058	0.441771					2.058	10.3048	2.058	9.90972	2.058	0.395123	2.058	0.395123	2.058	0.466964											2.058	0	2.058	0		
