Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
0.87	253.265	0.87	247.665	0.87	5.59972	0.87	5.59972	0.87	5.67698	0.888	9.11387	0.885	0.311279	0.87	10.3035	0.87	9.90972	0.87	0.393825	0.87	0.393825	0.87	0.466964			1.005	0.00915527							0.87	0	0.87	0		
0.873	253.715	0.873	248.111	0.873	5.60388	0.873	5.60388	0.873	5.68705	0.891	9.02834	0.888	0.236206	0.873	10.3035	0.873	9.90972	0.873	0.393825	0.873	0.393825	0.873	0.472003			1.008	0.00915527							0.873	0	0.873	0		
0.876	254.165	0.876	248.559	0.876	5.60592	0.876	5.60592	0.876	5.68705	0.894	8.99983	0.891	0.261841	0.876	10.3035	0.876	9.90972	0.876	0.393825	0.876	0.393825	0.876	0.472003			1.011	0.00732422							0.876	0	0.876	0		
0.879	254.615	0.879	249.01	0.879	5.60513	0.879	5.60513	0.879	5.69209	0.897	8.99983	0.894	0.292969	0.879	10.3035	0.879	9.90972	0.879	0.393825	0.879	0.393825	0.879	0.466964			1.014	0.0109863							0.879	0	0.879	0		
0.882	255.065	0.882	249.463	0.882	5.60223	0.882	5.60223	0.882	5.69713	0.9	9.01409	0.897	0.27832	0.882	10.3035	0.882	9.90972	0.882	0.393825	0.882	0.393825	0.882	0.472003			1.017	0.00732422							0.882	0	0.882	0		
0.885	255.515	0.885	249.906	0.885	5.60851	0.885	5.60851	0.885	5.69209	0.903	9.09962	0.9	0.267334	0.885	10.3035	0.885	9.90972	0.885	0.393825	0.885	0.393825	0.885	0.472003			1.02	0.00732422							0.885	0	0.885	0		
0.888	255.965	0.888	250.362	0.888	5.60348	0.888	5.60348	0.888	5.69713	0.906	9.12813	0.903	0.285645	0.888	10.3035	0.888	9.90972	0.888	0.393825	0.888	0.393825	0.888	0.472003			1.023	0.00732422							0.888	0	0.888	0		
0.891	256.415	0.891	250.807	0.891	5.60835	0.891	5.60835	0.891	5.69713	0.909	9.02834	0.906	0.269165	0.891	10.3035	0.891	9.90972	0.891	0.393825	0.891	0.393825	0.891	0.466964			1.026	0.00915527							0.891	0	0.891	0		
0.894	256.865	0.894	251.259	0.894	5.60615	0.894	5.60615	0.894	5.69713	0.912	9.09962	0.909	0.230713	0.894	10.3035	0.894	9.90972	0.894	0.393825	0.894	0.393825	0.894	0.466964			1.029	0.00915527							0.894	0	0.894	0		
0.897	257.315	0.897	251.705	0.897	5.61031	0.897	5.61031	0.897	5.69713	0.915	8.98558	0.912	0.274658	0.897	10.3035	0.897	9.90972	0.897	0.393825	0.897	0.393825	0.897	0.477042			1.032	0.0128174							0.897	0	0.897	0		
0.9	257.765	0.9	252.148	0.9	5.6173	0.9	5.6173	0.9	5.70721	0.918	9.01409	0.915	0.302124	0.9	10.3035	0.9	9.90972	0.9	0.393825	0.9	0.393825	0.9	0.466964			1.035	0.00915527							0.9	0	0.9	0		
0.903	258.215	0.903	252.599	0.903	5.61581	0.903	5.61581	0.903	5.70217	0.921	9.09962	0.918	0.256348	0.903	10.3035	0.903	9.90972	0.903	0.393825	0.903	0.393825	0.903	0.466964			1.038	0.00732422							0.903	0	0.903	0		
0.906	258.665	0.906	253.05	0.906	5.61502	0.906	5.61502	0.906	5.70217	0.924	9.0426	0.921	0.276489	0.906	10.3035	0.906	9.90972	0.906	0.393825	0.906	0.393825	0.906	0.466964			1.041	0.00732422							0.906	0	0.906	0		
0.909	259.115	0.909	253.499	0.909	5.61565	0.909	5.61565	0.909	5.70217	0.927	9.12813	0.924	0.305786	0.909	10.3035	0.909	9.90972	0.909	0.393825	0.909	0.393825	0.909	0.472003			1.044	0.00732422							0.909	0	0.909	0		
0.912	259.565	0.912	253.952	0.912	5.61274	0.912	5.61274	0.912	5.70217	0.93	9.11387	0.927	0.234375	0.912	10.3035	0.912	9.90972	0.912	0.393825	0.912	0.393825	0.912	0.472003			1.047	0.00732422							0.912	0	0.912	0		
0.915	260.015	0.915	254.399	0.915	5.61619	0.915	5.61619	0.915	5.69713	0.933	8.97132	0.93	0.256348	0.915	10.3035	0.915	9.90972	0.915	0.393825	0.915	0.393825	0.915	0.466964			1.05	0.00732422							0.915	0	0.915	0		
0.918	260.465	0.918	254.852	0.918	5.61329	0.918	5.61329	0.918	5.70217	0.936	8.99983	0.933	0.300293	0.918	10.3035	0.918	9.90972	0.918	0.393825	0.918	0.393825	0.918	0.466964			1.053	0.00732422							0.918	0	0.918	0		
0.921	260.915	0.921	255.304	0.921	5.61109	0.921	5.61109	0.921	5.70217	0.939	9.09962	0.936	0.223389	0.921	10.3035	0.921	9.90972	0.921	0.393825	0.921	0.393825	0.921	0.477042			1.056	0.00915527							0.921	0	0.921	0		
0.924	261.365	0.924	255.758	0.924	5.60748	0.924	5.60748	0.924	5.69209	0.942	9.07111	0.939	0.24353	0.924	10.3035	0.924	9.90972	0.924	0.393825	0.924	0.393825	0.924	0.477042			1.059	0.00915527							0.924	0	0.924	0		
0.927	261.815	0.927	256.215	0.927	5.60033	0.927	5.60033	0.927	5.69209	0.945	9.08536	0.942	0.272827	0.927	10.3035	0.927	9.90972	0.927	0.393825	0.927	0.393825	0.927	0.466964			1.062	0.00915527							0.927	0	0.927	0		
0.93	262.265	0.93	256.664	0.93	5.60096	0.93	5.60096	0.93	5.69209	0.948	9.0426	0.945	0.252686	0.93	10.3035	0.93	9.90972	0.93	0.393825	0.93	0.393825	0.93	0.472003			1.065	0.00732422							0.93	0	0.93	0		
0.933	262.715	0.933	257.113	0.933	5.60159	0.933	5.60159	0.933	5.68705	0.951	8.99983	0.948	0.238037	0.933	10.3035	0.933	9.90972	0.933	0.393825	0.933	0.393825	0.933	0.472003			1.068	0.00732422							0.933	0	0.933	0		
0.936	263.165	0.936	257.568	0.936	5.59727	0.936	5.59727	0.936	5.69209	0.954	9.05685	0.951	0.261841	0.936	10.3035	0.936	9.90972	0.936	0.393825	0.936	0.393825	0.936	0.472003			1.071	0.00915527							0.936	0	0.936	0		
0.939	263.615	0.939	258.019	0.939	5.59648	0.939	5.59648	0.939	5.68201	0.957	9.11387	0.954	0.245361	0.939	10.3035	0.939	9.90972	0.939	0.393825	0.939	0.393825	0.939	0.472003			1.074	0.00915527							0.939	0	0.939	0		
0.942	264.065	0.942	258.476	0.942	5.58934	0.942	5.58934	0.942	5.68705	0.96	8.97132	0.957	0.210571	0.942	10.3035	0.942	9.90972	0.942	0.393825	0.942	0.393825	0.942	0.472003			1.077	0.00549316							0.942	0	0.942	0		
0.945	264.515	0.945	258.921	0.945	5.59421	0.945	5.59421	0.945	5.67698	0.963	9.02834	0.96	0.249023	0.945	10.3035	0.945	9.90972	0.945	0.393825	0.945	0.393825	0.945	0.472003			1.08	0.00915527							0.945	0	0.945	0		
0.948	264.965	0.948	259.37	0.948	5.59483	0.948	5.59483	0.948	5.68705	0.966	9.08536	0.963	0.287476	0.948	10.3035	0.948	9.90972	0.948	0.393825	0.948	0.393825	0.948	0.466964			1.083	0.00915527							0.948	0	0.948	0		
0.951	265.415	0.951	259.822	0.951	5.59263	0.951	5.59263	0.951	5.68201	0.969	8.94281	0.966	0.227051	0.951	10.3035	0.951	9.90972	0.951	0.393825	0.951	0.393825	0.951	0.466964			1.086	0.00732422							0.951	0	0.951	0		
0.954	265.865	0.954	260.276	0.954	5.58902	0.954	5.58902	0.954	5.67698	0.972	9.01409	0.969	0.24353	0.954	10.3035	0.954	9.90972	0.954	0.393825	0.954	0.393825	0.954	0.472003			1.089	0.00915527							0.954	0	0.954	0		
0.957	266.315	0.957	260.732	0.957	5.58258	0.957	5.58258	0.957	5.67698	0.975	8.95706	0.972	0.291138	0.957	10.3035	0.957	9.90972	0.957	0.393825	0.957	0.393825	0.957	0.472003			1.092	0.00915527							0.957	0	0.957	0		
0.96	266.765	0.96	261.187	0.96	5.57826	0.96	5.57826	0.96	5.67194	0.978	8.95706	0.975	0.228882	0.96	10.3035	0.96	9.90972	0.96	0.393825	0.96	0.393825	0.96	0.472003			1.095	0.00915527							0.96	0	0.96	0		
0.963	267.215	0.963	261.635	0.963	5.5796	0.963	5.5796	0.963	5.6669	0.981	8.97132	0.978	0.256348	0.963	10.3035	0.963	9.90972	0.963	0.393825	0.963	0.393825	0.963	0.472003			1.098	0.00732422							0.963	0	0.963	0		
0.966	267.665	0.966	262.092	0.966	5.57316	0.966	5.57316	0.966	5.6669	0.984	8.95706	0.981	0.316772	0.966	10.3035	0.966	9.90972	0.966	0.393825	0.966	0.393825	0.966	0.472003			1.101	0.00732422							0.966	0	0.966	0		
0.969	268.115	0.969	262.545	0.969	5.57025	0.969	5.57025	0.969	5.65682	0.987	9.05685	0.984	0.230713	0.969	10.3035	0.969	9.90972	0.969	0.393825	0.969	0.393825	0.969	0.477042			1.104	0.0109863							0.969	0	0.969	0		
0.972	268.565	0.972	262.998	0.972	5.56735	0.972	5.56735	0.972	5.65682	0.99	9.02834	0.987	0.254517	0.972	10.3035	0.972	9.90972	0.972	0.393825	0.972	0.393825	0.972	0.472003			1.107	0.0109863							0.972	0	0.972	0		
0.975	269.015	0.975	263.446	0.975	5.56868	0.975	5.56868	0.975	5.65178	0.993	9.05685	0.99	0.272827	0.975	10.3035	0.975	9.90972	0.975	0.393825	0.975	0.393825	0.975	0.461926			1.11	0.0109863							0.975	0	0.975	0		
0.978	269.465	0.978	263.894	0.978	5.57143	0.978	5.57143	0.978	5.65682	0.996	9.07111	0.993	0.241699	0.978	10.3035	0.978	9.90972	0.978	0.393825	0.978	0.393825	0.978	0.466964			1.113	0.00732422							0.978	0	0.978	0		
0.981	269.915	0.981	264.343	0.981	5.57206	0.981	5.57206	0.981	5.66186	0.999	8.97132	0.996	0.234375	0.981	10.3035	0.981	9.90972	0.981	0.393825	0.981	0.393825	0.981	0.472003			1.116	0.00915527							0.981	0	0.981	0		
0.984	270.365	0.984	264.794	0.984	5.57056	0.984	5.57056	0.984	5.66186	1.002	8.95706	0.999	0.269165	0.984	10.3035	0.984	9.90972	0.984	0.393825	0.984	0.393825	0.984	0.472003			1.119	0.0109863							0.984	0	0.984	0		
0.987	270.815	0.987	265.242	0.987	5.57261	0.987	5.57261	0.987	5.66186	1.005	9.05685	1.002	0.241699	0.987	10.3035	0.987	9.90972	0.987	0.393825	0.987	0.393825	0.987	0.472003			1.122	0.00915527							0.987	0	0.987	0		
0.99	271.265	0.99	265.687	0.99	5.57818	0.99	5.57818	0.99	5.66186	1.008	9.0426	1.005	0.223389	0.99	10.3035	0.99	9.90972	0.99	0.393825	0.99	0.393825	0.99	0.477042			1.125	0.00732422							0.99	0	0.99	0		
0.993	271.715	0.993	266.135	0.993	5.58022	0.993	5.58022	0.993	5.66186	1.011	9.0426	1.008	0.258179	0.993	10.3035	0.993	9.90972	0.993	0.393825	0.993	0.393825	0.993	0.466964			1.128	0.00915527							0.993	0	0.993	0		
0.996	272.165	0.996	266.584	0.996	5.58085	0.996	5.58085	0.996	5.6669	1.014	9.0426	1.011	0.289307	0.996	10.3035	0.996	9.90972	0.996	0.393825	0.996	0.393825	0.996	0.472003			1.131	0.0109863							0.996	0	0.996	0		
0.999	272.615	0.999	267.042	0.999	5.57299	0.999	5.57299	0.999	5.66186	1.017	8.95706	1.014	0.245361	0.999	10.3035	0.999	9.90972	0.999	0.393825	0.999	0.393825	0.999	0.472003			1.134	0.00915527							0.999	0	0.999	0		
1.002	273.065	1.002	267.495	1.002	5.57009	1.002	5.57009	1.002	5.66186	1.02	8.98558	1.017	0.276489	1.002	10.3035	1.002	9.90972	1.002	0.393825	1.002	0.393825	1.002	0.472003			1.137	0.0128174							1.002	0	1.002	0		
1.005	273.515	1.005	267.942	1.005	5.57284	1.005	5.57284	1.005	5.66186	1.023	8.98558	1.02	0.311279	1.005	10.3035	1.005	9.90972	1.005	0.393825	1.005	0.393825	1.005	0.472003			1.14	0.0109863							1.005	0	1.005	0		
1.008	273.965	1.008	268.392	1.008	5.57276	1.008	5.57276	1.008	5.65682	1.026	9.02834	1.023	0.239868	1.008	10.3035	1.008	9.90972	1.008	0.393825	1.008	0.393825	1.008	0.472003			1.143	0.00732422							1.008	0	1.008	0		
1.011	274.415	1.011	268.843	1.011	5.57197	1.011	5.57197	1.011	5.66186	1.029	9.0426	1.026	0.267334	1.011	10.3035	1.011	9.90972	1.011	0.393825	1.011	0.393825	1.011	0.472003			1.146	0.00915527							1.011	0	1.011	0		
1.014	274.865	1.014	269.299	1.014	5.56624	1.014	5.56624	1.014	5.65682	1.032	9.0426	1.029	0.283814	1.014	10.3035	1.014	9.90972	1.014	0.393825	1.014	0.393825	1.014	0.472003			1.149	0.0109863							1.014	0	1.014	0		
1.017	275.315	1.017	269.747	1.017	5.56757	1.017	5.56757	1.017	5.65682	1.035	8.95706	1.032	0.261841	1.017	10.3035	1.017	9.90972	1.017	0.393825	1.017	0.393825	1.017	0.472003			1.152	0.00549316							1.017	0	1.017	0		
1.02	275.765	1.02	270.188	1.02	5.57668	1.02	5.57668	1.02	5.65682	1.038	8.88579	1.035	0.252686	1.02	10.3035	1.02	9.90972	1.02	0.393825	1.02	0.393825	1.02	0.472003			1.155	0.00915527							1.02	0	1.02	0		
1.023	276.215	1.023	270.639	1.023	5.57589	1.023	5.57589	1.023	5.6669	1.041	8.74323	1.038	0.258179	1.023	10.3035	1.023	9.90972	1.023	0.393825	1.023	0.393825	1.023	0.466964			1.158	0.0109863							1.023	0	1.023	0		
1.026	276.665	1.026	271.085	1.026	5.58005	1.026	5.58005	1.026	5.6669	1.044	8.54366	1.041	0.186768	1.026	10.3035	1.026	9.90972	1.026	0.393825	1.026	0.393825	1.026	0.466964			1.161	0.00915527							1.026	0	1.026	0		
1.029	277.115	1.029	271.538	1.029	5.57715	1.029	5.57715	1.029	5.66186	1.047	8.32982	1.044	0.142822	1.029	10.3035	1.029	9.90972	1.029	0.393825	1.029	0.393825	1.029	0.472003			1.164	0.0128174							1.029	0	1.029	0		
1.032	277.555	1.032	271.987	1.032	5.56894	1.032	5.56894	1.032	5.6669	1.05	7.95918	1.047	0.122681	1.032	10.3035	1.032	9.90972	1.032	0.393825	1.032	0.393825	1.032	0.477042			1.167	0.0109863							1.032	0	1.032	0		
1.035	277.954	1.035	272.428	1.035	5.52542	1.035	5.52542	1.035	5.65682	1.053	7.58854	1.05	0.0933838	1.035	10.3035	1.035	9.90972	1.035	0.393825	1.035	0.393825	1.035	0.466964			1.17	0.00915527							1.035	0	1.035	0		
1.038	278.306	1.038	272.878	1.038	5.42827	1.038	5.42827	1.038	5.61147	1.056	7.13236	1.122	0.00183105	1.038	10.3035	1.038	9.90972	1.038	0.393825	1.038	0.393825	1.038	0.466964			1.173	0.00915527							1.038	0	1.038	0		
1.041	278.614	1.041	273.328	1.041	5.28667	1.041	5.28667	1.041	5.52078	1.059	6.63342	1.125	0.00183105	1.041	10.3035	1.041	9.90972	1.041	0.393825	1.041	0.393825	1.041	0.472003			1.176	0.00732422							1.041	0	1.041	0		
1.044	278.877	1.044	273.774	1.044	5.10275	1.044	5.10275	1.044	5.37465	1.062	6.04895			1.044	10.3035	1.044	9.90972	1.044	0.393825	1.044	0.393825	1.044	0.472003			1.179	0.00915527							1.044	0	1.044	0		
1.047	279.094	1.047	274.214	1.047	4.88074	1.047	4.88074	1.047	4.99675	1.065	5.50724			1.047	10.3035	1.047	9.90972	1.047	0.393825	1.047	0.393825	1.047	0.472003			1.182	0.00732422							1.047	0	1.047	0		
1.05	279.267	1.05	274.64	1.05	4.62701	1.05	4.62701	1.05	4.97156	1.068	4.96553			1.05	10.3035	1.05	9.90972	1.05	0.393825	1.05	0.393825	1.05	0.472003			1.185	0.00732422							1.05	0	1.05	0		
1.053	279.394	1.053	275.059	1.053	4.33519	1.053	4.33519	1.053	4.71962	1.071	4.40957			1.053	10.3035	1.053	9.90972	1.053	0.393825	1.053	0.393825	1.053	0.472003			1.188	0.00915527							1.053	0	1.053	0		
1.056	279.476	1.056	275.464	1.056	4.01165	1.056	4.01165	1.056	4.42738	1.074	3.93914			1.056	10.3035	1.056	9.90972	1.056	0.393825	1.056	0.393825	1.056	0.472003			1.191	0.00915527							1.056	0	1.056	0		
1.059	279.513	1.059	275.851	1.059	3.66133	1.059	3.66133	1.059	4.09986	1.077	3.53998			1.059	10.3035	1.059	9.90972	1.059	0.393825	1.059	0.393825	1.059	0.466964			1.194	0.00732422							1.059	0	1.059	0		
1.062	279.515	1.062	276.219	1.062	3.29618	1.062	3.29618	1.062	3.74716	1.08	3.15508			1.062	10.3035	1.062	9.90972	1.062	0.393825	1.062	0.393825	1.062	0.472003			1.197	0.00732422							1.062	0	1.062	0		
1.065	279.515	1.065	276.559	1.065	2.95633	1.065	2.95633	1.065	3.37933	1.083	2.78444			1.065	10.3035	1.065	9.90972	1.065	0.393825	1.065	0.393825	1.065	0.472003			1.2	0.00915527							1.065	0	1.065	0		
1.068	279.515	1.068	276.875	1.068	2.64049	1.068	2.64049	1.068	3.04174	1.086	2.47082			1.068	10.3035	1.068	9.90972	1.068	0.393825	1.068	0.393825	1.068	0.466964			1.203	0.0146484							1.068	0	1.068	0		
1.071	279.515	1.071	277.172	1.071	2.34303	1.071	2.34303	1.071	2.72934	1.089	2.18571			1.071	10.3035	1.071	9.90972	1.071	0.393825	1.071	0.393825	1.071	0.461926			1.206	0.00732422							1.071	0	1.071	0		
1.074	279.515	1.074	277.439	1.074	2.07595	1.074	2.07595	1.074	2.42702	1.092	1.92911			1.074	10.3035	1.074	9.90972	1.074	0.393825	1.074	0.393825	1.074	0.472003			1.209	0.00549316							1.074	0	1.074	0		
1.077	279.515	1.077	277.685	1.077	1.83007	1.077	1.83007	1.077	2.165	1.095	1.67252			1.077	10.3035	1.077	9.90972	1.077	0.393825	1.077	0.393825	1.077	0.466964			1.212	0.00915527							1.077	0	1.077	0		
1.08	279.515	1.08	277.907	1.08	1.60821	1.08	1.60821	1.08	1.91811	1.098	1.48719			1.08	10.3035	1.08	9.90972	1.08	0.393825	1.08	0.393825	1.08	0.472003			1.215	0.00549316							1.08	0	1.08	0		
1.083	279.515	1.083	278.104	1.083	1.41108	1.083	1.41108	1.083	1.69137	1.101	1.2306			1.083	10.3035	1.083	9.90972	1.083	0.393825	1.083	0.393825	1.083	0.472003			1.218	0.00915527							1.083	0	1.083	0		
1.086	279.515	1.086	278.283	1.086	1.23232	1.086	1.23232	1.086	1.4999	1.104	1.03102			1.086	10.3035	1.086	9.90972	1.086	0.393825	1.086	0.393825	1.086	0.466964			1.221	0.0109863							1.086	0	1.086	0		
1.089	279.515	1.089	278.442	1.089	1.07264	1.089	1.07264	1.089	1.3185	1.107	0.874208			1.089	10.3035	1.089	9.90972	1.089	0.393825	1.089	0.393825	1.089	0.466964			1.224	0.0109863							1.089	0	1.089	0		
1.092	279.515	1.092	278.585	1.092	0.92991	1.092	0.92991	1.092	1.16734	1.11	0.674632			1.092	10.3035	1.092	9.90972	1.092	0.393825	1.092	0.393825	1.092	0.466964			1.227	0.00549316							1.092	0	1.092	0		
1.095	279.515	1.095	278.704	1.095	0.810501	1.095	0.810501	1.095	1.01618	1.113	0.446544			1.095	10.3035	1.095	9.90972	1.095	0.393825	1.095	0.393825	1.095	0.466964			1.23	0.00732422							1.095	0	1.095	0		
1.098	279.515	1.098	278.807	1.098	0.70805	1.098	0.70805	1.098	0.900292	1.116	0.189945			1.098	10.3035	1.098	9.90972	1.098	0.393825	1.098	0.393825	1.098	0.461926			1.233	0.00732422							1.098	0	1.098	0		
1.101	279.515	1.101	278.894	1.101	0.621143	1.101	0.621143	1.101	0.789441					1.101	10.3035	1.101	9.90972	1.101	0.393825	1.101	0.393825	1.101	0.461926			1.236	0.00549316							1.101	0	1.101	0		
1.104	279.515	1.104	278.97	1.104	0.544835	1.104	0.544835	1.104	0.703783					1.104	10.3035	1.104	9.90972	1.104	0.393825	1.104	0.393825	1.104	0.472003			1.239	0.00915527							1.104	0	1.104	0		
1.107	279.515	1.107	279.034	1.107	0.480538	1.107	0.480538	1.107	0.633241					1.107	10.3035	1.107	9.90972	1.107	0.393825	1.107	0.393825	1.107	0.472003			1.242	0.00732422							1.107	0	1.107	0		
1.11	279.515	1.11	279.085	1.11	0.429665	1.11	0.429665	1.11	0.567738					1.11	10.3035	1.11	9.90972	1.11	0.393825	1.11	0.393825	1.11	0.466964			1.245	0.00732422							1.11	0	1.11	0		
1.113	279.515	1.113	279.123	1.113	0.391511	1.113	0.391511	1.113	0.517351					1.113	10.3035	1.113	9.90972	1.113	0.393825	1.113	0.393825	1.113	0.461926			1.248	0.00915527							1.113	0	1.113	0		
1.116	279.515	1.116	279.15	1.116	0.365368	1.116	0.365368	1.116	0.477042					1.116	10.3035	1.116	9.90972	1.116	0.393825	1.116	0.393825	1.116	0.466964			1.251	0.00732422							1.116	0	1.116	0		
1.119	279.515	1.119	279.164	1.119	0.351237	1.119	0.351237	1.119	0.451848					1.119	10.3035	1.119	9.90972	1.119	0.393825	1.119	0.393825	1.119	0.466964			1.254	0.0164795							1.119	0	1.119	0		
1.122	279.515	1.122	279.166	1.122	0.349117	1.122	0.349117	1.122	0.441771					1.122	10.3035	1.122	9.90972	1.122	0.393825	1.122	0.393825	1.122	0.466964			1.257	0.00732422							1.122	0	1.122	0		
1.125	279.515	1.125	279.163	1.125	0.351943	1.125	0.351943	1.125	0.436732					1.125	10.3035	1.125	9.90972	1.125	0.393825	1.125	0.393825	1.125	0.461926			1.26	0.00915527							1.125	0	1.125	0		
1.128	279.515	1.128	279.161	1.128	0.354063	1.128	0.354063	1.128	0.436732					1.128	10.3035	1.128	9.90972	1.128	0.393825	1.128	0.393825	1.128	0.472003			1.263	0.00915527							1.128	0	1.128	0		
1.131	279.515	1.131	279.161	1.131	0.354063	1.131	0.354063	1.131	0.441771					1.131	10.3035	1.131	9.90972	1.131	0.393825	1.131	0.393825	1.131	0.466964			1.266	0.00732422							1.131	0	1.131	0		
1.134	279.515	1.134	279.161	1.134	0.354063	1.134	0.354063	1.134	0.441771					1.134	10.3035	1.134	9.90972	1.134	0.393825	1.134	0.393825	1.134	0.466964			1.269	0.00915527							1.134	0	1.134	0		
1.137	279.515	1.137	279.161	1.137	0.354063	1.137	0.354063	1.137	0.446809					1.137	10.3035	1.137	9.90972	1.137	0.393825	1.137	0.393825	1.137	0.466964			1.272	0.00915527							1.137	0	1.137	0		
1.14	279.515	1.14	279.161	1.14	0.354063	1.14	0.354063	1.14	0.441771					1.14	10.3035	1.14	9.90972	1.14	0.393825	1.14	0.393825	1.14	0.466964			1.275	0.0109863							1.14	0	1.14	0		
1.143	279.515	1.143	279.161	1.143	0.354063	1.143	0.354063	1.143	0.441771					1.143	10.3035	1.143	9.90972	1.143	0.393825	1.143	0.393825	1.143	0.466964			1.278	0.00915527							1.143	0	1.143	0		
1.146	279.515	1.146	279.161	1.146	0.354063	1.146	0.354063	1.146	0.441771					1.146	10.3035	1.146	9.90972	1.146	0.393825	1.146	0.393825	1.146	0.466964			1.281	0.00915527							1.146	0	1.146	0		
1.149	279.515	1.149	279.161	1.149	0.354063	1.149	0.354063	1.149	0.441771					1.149	10.3035	1.149	9.90972	1.149	0.393825	1.149	0.393825	1.149	0.466964			1.284	0.0109863							1.149	0	1.149	0		
1.152	279.515	1.152	279.161	1.152	0.354063	1.152	0.354063	1.152	0.446809					1.152	10.3035	1.152	9.90972	1.152	0.393825	1.152	0.393825	1.152	0.461926			1.287	0.00915527							1.152	0	1.152	0		
1.155	279.515	1.155	279.161	1.155	0.354063	1.155	0.354063	1.155	0.446809					1.155	10.3035	1.155	9.90972	1.155	0.393825	1.155	0.393825	1.155	0.466964			1.29	0.00732422							1.155	0	1.155	0		
1.158	279.515	1.158	279.161	1.158	0.354063	1.158	0.354063	1.158	0.446809					1.158	10.3035	1.158	9.90972	1.158	0.393825	1.158	0.393825	1.158	0.472003			1.293	0.00732422							1.158	0	1.158	0		
1.161	279.515	1.161	279.161	1.161	0.354063	1.161	0.354063	1.161	0.436732					1.161	10.3035	1.161	9.90972	1.161	0.393825	1.161	0.393825	1.161	0.472003			1.296	0.00732422							1.161	0	1.161	0		
1.164	279.515	1.164	279.161	1.164	0.354063	1.164	0.354063	1.164	0.446809					1.164	10.3035	1.164	9.90972	1.164	0.393825	1.164	0.393825	1.164	0.461926			1.299	0.00549316							1.164	0	1.164	0		
1.167	279.515	1.167	279.161	1.167	0.354063	1.167	0.354063	1.167	0.441771					1.167	10.3035	1.167	9.90972	1.167	0.393825	1.167	0.393825	1.167	0.466964			1.302	0.00915527							1.167	0	1.167	0		
1.17	279.515	1.17	279.161	1.17	0.354063	1.17	0.354063	1.17	0.441771					1.17	10.3035	1.17	9.90972	1.17	0.393825	1.17	0.393825	1.17	0.466964			1.305	0.00732422							1.17	0	1.17	0		
1.173	279.515	1.173	279.161	1.173	0.354063	1.173	0.354063	1.173	0.451848					1.173	10.3035	1.173	9.90972	1.173	0.393825	1.173	0.393825	1.173	0.466964			1.308	0.00732422							1.173	0	1.173	0		
1.176	279.515	1.176	279.161	1.176	0.354063	1.176	0.354063	1.176	0.441771					1.176	10.3035	1.176	9.90972	1.176	0.393825	1.176	0.393825	1.176	0.466964			1.311	0.00915527							1.176	0	1.176	0		
1.179	279.515	1.179	279.161	1.179	0.354063	1.179	0.354063	1.179	0.441771					1.179	10.3035	1.179	9.90972	1.179	0.393825	1.179	0.393825	1.179	0.461926			1.314	0.0128174							1.179	0	1.179	0		
1.182	279.515	1.182	279.161	1.182	0.354063	1.182	0.354063	1.182	0.446809					1.182	10.3035	1.182	9.90972	1.182	0.393825	1.182	0.393825	1.182	0.466964			1.317	0.00732422							1.182	0	1.182	0		
1.185	279.515	1.185	279.161	1.185	0.354063	1.185	0.354063	1.185	0.441771					1.185	10.3035	1.185	9.90972	1.185	0.393825	1.185	0.393825	1.185	0.466964			1.32	0.00549316							1.185	0	1.185	0		
1.188	279.515	1.188	279.161	1.188	0.354063	1.188	0.354063	1.188	0.436732					1.188	10.3035	1.188	9.90972	1.188	0.393825	1.188	0.393825	1.188	0.466964			1.323	0.0109863							1.188	0	1.188	0		
1.191	279.515	1.191	279.161	1.191	0.354063	1.191	0.354063	1.191	0.441771					1.191	10.3035	1.191	9.90972	1.191	0.393825	1.191	0.393825	1.191	0.466964			1.326	0.00915527							1.191	0	1.191	0		
